name,mtime,mode,epoch,val_f1,test_f1,test_acc,abn_R,nor_R,lr_bb,lr_head,epochs,batch_size,focal_gamma,abnormal_weight,dropout,label_smoothing,use_mixup,normal_ratio,ema_decay,smooth_window,min_epochs
v9_aw1redo_n700_s4,2026-04-08T23:21:34.159094,binary,11,0.9993,0.9853,0.9853,0.9746666666666667,0.996,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_bb_clip_vit_b16_s42,2026-04-09T05:28:06.734808,binary,7,0.9987,0.994,0.994,0.992,0.996,5e-06,5e-05,10,32,0.0,,0.0,,False,,,3,1
v9_bb_efficientnetv2_s_s1,2026-04-09T04:08:20.887257,binary,5,0.9987,0.9927,0.9927,0.988,0.9973333333333333,2e-05,0.0002,10,32,0.0,,0.0,,False,,,3,1
v9_bb_efficientnetv2_s_s2,2026-04-09T04:17:42.122269,binary,8,0.9987,0.992,0.992,0.9853333333333333,0.9986666666666667,2e-05,0.0002,10,32,0.0,,0.0,,False,,,3,1
v9_bb_efficientnetv2_s_s42,2026-04-09T03:59:04.012785,binary,5,0.9987,0.9887,0.9887,0.98,0.9973333333333333,2e-05,0.0002,10,32,0.0,,0.0,,False,,,3,1
v9_bb_maxvit_tiny_s1,2026-04-09T05:07:50.614932,binary,10,0.9973,0.9893,0.9893,0.98,0.9986666666666667,1e-05,0.0001,10,32,0.0,,0.0,,False,,,3,1
v9_bb_maxvit_tiny_s2,2026-04-09T05:20:09.292163,binary,9,0.9973,0.986,0.986,0.972,1.0,1e-05,0.0001,10,32,0.0,,0.0,,False,,,3,1
v9_bb_maxvit_tiny_s42,2026-04-09T04:54:50.373569,binary,10,0.9953,0.988,0.988,0.98,0.996,1e-05,0.0001,10,32,0.0,,0.0,,False,,,3,1
v9_bb_swin_tiny_s1,2026-04-09T04:33:55.171381,binary,8,0.9993,0.9907,0.9907,0.9813333333333333,1.0,1.5e-05,0.00015,10,32,0.0,,0.0,,False,,,3,1
v9_bb_swin_tiny_s2,2026-04-09T04:41:49.360682,binary,10,0.9993,0.9973,0.9973,0.9973333333333333,0.9973333333333333,1.5e-05,0.00015,10,32,0.0,,0.0,,False,,,3,1
v9_bb_swin_tiny_s42,2026-04-09T04:26:25.163066,binary,10,0.9987,0.9973,0.9973,0.996,0.9986666666666667,1.5e-05,0.00015,10,32,0.0,,0.0,,False,,,3,1
v9_cudnn_n700_s42,2026-04-08T18:45:13.020071,binary,16,0.9993,0.996,0.996,0.996,0.996,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_ema999ep10_n2800_s4,2026-04-09T03:38:54.416510,binary,6,1.0,0.994,0.994,0.988,1.0,2e-05,0.0002,10,32,0.0,,0.0,,False,,,3,1
v9_ema_n700_s4,2026-04-09T05:34:20.542919,binary,4,0.9993,0.9893,0.9893,0.9853333333333333,0.9933333333333333,2e-05,0.0002,20,32,0.0,,0.0,,False,,,3,1
v9_ep10_n2800_s1,2026-04-09T02:46:06.768161,binary,10,1.0,0.994,0.994,0.988,1.0,2e-05,0.0002,10,32,0.0,,0.0,,False,,,3,1
v9_ep10_n2800_s2,2026-04-09T03:00:05.621272,binary,9,1.0,0.9947,0.9947,0.9893333333333333,1.0,2e-05,0.0002,10,32,0.0,,0.0,,False,,,3,1
v9_ep10_n2800_s3,2026-04-09T03:13:04.460854,binary,9,1.0,0.9947,0.9947,0.9906666666666667,0.9986666666666667,2e-05,0.0002,10,32,0.0,,0.0,,False,,,3,1
v9_ep10_n2800_s4,2026-04-09T03:26:22.490481,binary,10,1.0,0.9933,0.9933,0.9866666666666667,1.0,2e-05,0.0002,10,32,0.0,,0.0,,False,,,3,1
v9_ep10_n2800_s42,2026-04-09T02:35:37.505789,binary,9,1.0,0.996,0.996,0.992,1.0,2e-05,0.0002,10,32,0.0,,0.0,,False,,,3,1
v9_fix_n700_s1,2026-04-08T18:26:55.394260,binary,15,0.9993,0.9947,0.9947,0.9973333333333333,0.992,5e-05,0.0005,20,32,,,,,False,,,,
v9_fix_n700_s42,2026-04-08T18:13:49.792912,binary,15,0.9993,0.9873,0.9873,0.9773333333333334,0.9973333333333333,5e-05,0.0005,20,32,,,,,False,,,,
v9_lr3_n2800_s1_p20,2026-04-09T09:02:53.116165,binary,11,1.0,0.9993,0.9993,0.9986666666666667,1.0,3e-05,0.0003,20,32,0.0,,0.0,,False,,,3,10
v9_lr3_n700_s1,2026-04-09T07:10:19.750966,binary,10,0.9993,0.9993,0.9993,0.9986666666666667,1.0,3e-05,0.0003,20,32,0.0,,0.0,,False,,,3,10
v9_lr3tie_n1400_s1,2026-04-09T08:03:21.922537,binary,20,1.0,0.9993,0.9993,0.9986666666666667,1.0,3e-05,0.0003,20,32,0.0,,0.0,,False,,,3,10
v9_lr3tie_n2100_s1,2026-04-09T08:13:49.412063,binary,15,0.9993,0.9967,0.9967,0.9933333333333333,1.0,3e-05,0.0003,20,32,0.0,,0.0,,False,,,3,10
v9_lr3tie_n2100_s1_ep20,2026-04-09T08:50:27.022257,binary,11,0.9993,0.9933,0.9933,0.9906666666666667,0.996,3e-05,0.0003,20,32,0.0,,0.0,,False,,,3,10
v9_lr3tie_n2800_s1,2026-04-09T08:34:31.777373,binary,12,0.9967,0.9613,0.9613,0.9226666666666666,1.0,3e-05,0.0003,20,32,0.0,,0.0,,False,,,3,10
v9_lr3tie_n700_s1,2026-04-09T07:32:38.642359,binary,16,0.9973,0.994,0.994,0.9986666666666667,0.9893333333333333,3e-05,0.0003,20,32,0.0,,0.0,,False,,,3,10
v9_lr5_ls05_n700_s4,2026-04-09T06:56:36.838809,binary,12,1.0,0.9967,0.9967,0.9933333333333333,1.0,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_lr5_n700_s4,2026-04-09T06:44:44.550303,binary,12,1.0,0.9947,0.9947,0.9893333333333333,1.0,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_lrB_aw12_n700_s4,2026-04-09T05:51:31.601447,binary,7,1.0,0.994,0.994,0.988,1.0,2e-05,0.0002,20,32,0.0,,0.0,,False,,,3,1
v9_lrB_n700_s4,2026-04-08T23:52:08.889992,binary,15,1.0,0.9953,0.9953,0.9906666666666667,1.0,2e-05,0.0002,20,32,0.0,,0.0,,False,,,3,10
v9_ls05_n700_s4,2026-04-09T00:27:13.311825,binary,14,0.9953,0.982,0.982,0.964,1.0,2e-05,0.0002,20,32,0.0,,0.0,,False,,,3,1
v9_ls05tf_n700_s4,2026-04-09T00:41:58.049256,binary,9,1.0,0.99,0.99,0.98,1.0,2e-05,0.0002,20,32,0.0,,0.0,,False,,,3,1
v9_med3p10_e25_eval_n700_s1,2026-04-08T12:28:31.765811,binary,22,0.9993,0.9987,0.9987,1.0,0.9973333333333333,5e-05,0.0005,25,32,,,,,False,,,,
v9_med3p10_e25_n700_s1,2026-04-08T11:58:14.894982,binary,22,0.9993,0.9967,0.9967,0.9973333333333333,0.996,5e-05,0.0005,25,32,,,,,False,,,,
v9_med3p5_n700_s1,2026-04-08T11:32:07.074874,binary,15,0.9993,0.9987,0.9987,1.0,0.9973333333333333,5e-05,0.0005,20,32,,,,,False,,,,
v9_n2800_s1,2026-04-09T01:33:44.945813,binary,11,1.0,0.9953,0.9953,0.9906666666666667,1.0,2e-05,0.0002,20,32,0.0,,0.0,,False,,,3,1
v9_n2800_s2,2026-04-09T01:49:43.601867,binary,8,0.9993,0.9907,0.9907,0.9813333333333333,1.0,2e-05,0.0002,20,32,0.0,,0.0,,False,,,3,1
v9_n2800_s3,2026-04-09T02:08:27.352907,binary,11,1.0,0.994,0.994,0.988,1.0,2e-05,0.0002,20,32,0.0,,0.0,,False,,,3,1
v9_n2800_s4,2026-04-09T00:55:40.668196,binary,5,1.0,0.994,0.994,0.988,1.0,2e-05,0.0002,20,32,0.0,,0.0,,False,,,3,1
v9_n2800_s42,2026-04-09T01:16:06.632940,binary,11,1.0,0.9967,0.9967,0.9933333333333333,1.0,2e-05,0.0002,20,32,0.0,,0.0,,False,,,3,1
v9_noise_sparse_n700_s1,2026-04-08T10:43:13.379296,binary,10,1.0,0.9927,0.9927,0.988,0.9973333333333333,5e-05,0.0005,20,32,,,,,False,,,,
v9_noise_sparse_n700_s42,2026-04-08T10:28:35.582795,binary,16,0.9993,0.9987,0.9987,0.9986666666666667,0.9986666666666667,5e-05,0.0005,20,32,,,,,False,,,,
v9_ref_n700_s4,2026-04-09T06:05:35.552054,binary,10,0.998,0.9913,0.9913,0.9986666666666667,0.984,2e-05,0.0002,20,32,0.0,,0.0,,False,,,3,10
v9_tiefix_n2800_s1,2026-04-08T22:49:42.229654,binary,15,1.0,0.9993,0.9993,0.9986666666666667,1.0,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_tiefix_n2800_s2,2026-04-08T23:04:52.872267,binary,10,0.9987,0.9947,0.9947,0.996,0.9933333333333333,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_tiefix_n2800_s42,2026-04-08T22:29:57.530583,binary,10,1.0,0.9973,0.9973,0.996,0.9986666666666667,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_tiefix_n700_s1,2026-04-08T21:29:55.332109,binary,10,0.9993,0.9987,0.9987,0.9973333333333333,1.0,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_tiefix_n700_s2,2026-04-08T21:45:26.398371,binary,16,1.0,0.9987,0.9987,1.0,0.9973333333333333,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_tiefix_n700_s3,2026-04-08T21:58:57.331595,binary,13,1.0,0.9967,0.9967,0.9986666666666667,0.9946666666666667,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_tiefix_n700_s4,2026-04-08T22:13:53.623161,binary,14,1.0,0.9953,0.9953,0.992,0.9986666666666667,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_tiefix_n700_s42,2026-04-08T21:17:46.211340,binary,13,0.9993,0.9993,0.9993,1.0,0.9986666666666667,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
v9_v8code_n700_s4,2026-04-08T23:33:50.640279,binary,13,0.9987,0.988,0.988,0.9786666666666667,0.9973333333333333,5e-05,0.0005,20,32,0.0,,0.0,,False,,,3,10
var_1000_seed123,2026-04-05T16:36:53.282571,binary,7,0.9777,0.9357,0.9622,0.9626666666666667,0.96,0.0001,0.001,50,32,,,,,False,,,,
var_1000_seed42,2026-04-05T16:08:19.519503,binary,5,0.9859,0.9468,0.9689,0.968,0.9733333333333334,0.0001,0.001,50,32,,,,,False,,,,
var_1000_seed456,2026-04-05T17:07:08.973196,binary,8,0.9899,0.9574,0.9767,0.9893333333333333,0.9133333333333333,0.0001,0.001,50,32,,,,,False,,,,
var_1000_seed789,2026-04-05T17:36:48.381141,binary,8,0.986,0.9369,0.9622,0.9573333333333334,0.9866666666666667,0.0001,0.001,50,32,,,,,False,,,,
var_200_seed123,2026-04-05T11:18:17.243168,binary,6,0.9899,0.9343,0.9611,0.96,0.9666666666666667,0.0001,0.001,50,32,,,,,False,,,,
var_200_seed2024,2026-04-05T11:44:15.863359,binary,8,1.0,0.8958,0.9333,0.92,1.0,0.0001,0.001,50,32,,,,,False,,,,
var_200_seed42,2026-04-05T11:09:47.423745,binary,4,0.9249,0.9291,0.9611,0.98,0.8666666666666667,0.0001,0.001,50,32,,,,,False,,,,
var_200_seed456,2026-04-05T11:27:17.172294,binary,8,0.9463,0.9062,0.95,0.98,0.8,0.0001,0.001,50,32,,,,,False,,,,
var_200_seed789,2026-04-05T11:35:53.055701,binary,7,0.9463,0.8562,0.9278,0.98,0.6666666666666666,0.0001,0.001,50,32,,,,,False,,,,
var_400_seed123,2026-04-05T12:04:26.710209,binary,7,0.9405,0.9308,0.9639,0.9933333333333333,0.8166666666666667,0.0001,0.001,50,32,,,,,False,,,,
var_400_seed2024,2026-04-05T12:34:15.855119,binary,3,0.9741,0.92,0.9556,0.9733333333333334,0.8666666666666667,0.0001,0.001,50,32,,,,,False,,,,
var_400_seed42,2026-04-05T11:53:21.746611,binary,5,0.995,0.8834,0.925,0.9133333333333333,0.9833333333333333,0.0001,0.001,50,32,,,,,False,,,,
var_400_seed456,2026-04-05T12:14:07.873984,binary,3,0.98,0.9437,0.9667,0.9633333333333334,0.9833333333333333,0.0001,0.001,50,32,,,,,False,,,,
var_400_seed789,2026-04-05T12:24:29.074107,binary,5,0.9899,0.8912,0.9333,0.9333333333333333,0.9333333333333333,0.0001,0.001,50,32,,,,,False,,,,
var_600_seed123,2026-04-05T13:04:21.256797,binary,2,0.9934,0.8767,0.9222,0.9177777777777778,0.9444444444444444,0.0001,0.001,50,32,,,,,False,,,,
var_600_seed2024,2026-04-05T13:56:54.556689,binary,8,0.9967,0.956,0.9741,0.9688888888888889,1.0,0.0001,0.001,50,32,,,,,False,,,,
var_600_seed42,2026-04-05T12:50:18.403980,binary,8,0.9967,0.943,0.9667,0.9666666666666667,0.9666666666666667,0.0001,0.001,50,32,,,,,False,,,,
var_600_seed456,2026-04-05T13:21:48.002290,binary,6,0.9899,0.9309,0.9593,0.96,0.9555555555555556,0.0001,0.001,50,32,,,,,False,,,,
var_600_seed789,2026-04-05T13:38:16.712416,binary,7,0.9761,0.9614,0.9778,0.9777777777777777,0.9777777777777777,0.0001,0.001,50,32,,,,,False,,,,
var_800_seed123,2026-04-05T14:40:52.071891,binary,9,0.995,0.9522,0.9722,0.9716666666666667,0.975,0.0001,0.001,50,32,,,,,False,,,,
var_800_seed2024,2026-04-05T15:44:00.107762,binary,4,0.9608,0.9419,0.9667,0.9716666666666667,0.9416666666666667,0.0001,0.001,50,32,,,,,False,,,,
var_800_seed42,2026-04-05T14:16:55.137618,binary,5,0.977,0.9461,0.9694,0.9766666666666667,0.9333333333333333,0.0001,0.001,50,32,,,,,False,,,,
var_800_seed456,2026-04-05T15:02:46.553905,binary,5,0.9799,0.9474,0.9694,0.97,0.9666666666666667,0.0001,0.001,50,32,,,,,False,,,,
var_800_seed789,2026-04-05T15:24:07.447987,binary,6,0.9925,0.9542,0.9736,0.975,0.9666666666666667,0.0001,0.001,50,32,,,,,False,,,,
